"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.en_word1","Input.anno1_word1","Input.anno2_word1","Input.en_word2","Input.anno1_word2","Input.anno2_word2","Input.en_word3","Input.anno1_word3","Input.anno2_word3","Input.en_word4","Input.anno1_word4","Input.anno2_word4","Input.en_word5","Input.anno1_word5","Input.anno2_word5","Answer.A.1","Answer.A.2","Answer.A.3","Answer.A.4","Answer.A.5","Answer.B.1","Answer.B.2","Answer.B.3","Answer.B.4","Answer.B.5","Answer.C.1","Answer.C.2","Answer.C.3","Answer.C.4","Answer.C.5","Answer.D.1","Answer.D.2","Answer.D.3","Answer.D.4","Answer.D.5","Approve","Reject"
"3R16PJFTTK5KXKQ4N6LNL1HVN31K4I","3MRHU5294N3O7KAE1TUQJOAS6HI2AD","Ranking the Quality of AI Terminology Translation from English to Arabic","In this task, you will compare the quality of translations for scientific terms generated by two different methods. The input will include an English term, a context paragraph where the term is used, and its translations in Arabic.","Translation, AI Terminology, Multilingual, Ranking","$0.01","Fri Dec 06 03:36:17 PST 2024","5","BatchId:5277380;OriginalHitTemplateId:928390912;","3600","3600","Fri Dec 13 03:36:17 PST 2024","","","3OVHNO1VEOFV8V6D7KUR04V8KVCDZ1","A1G4DX33KADZA3","Approved","Fri Dec 06 03:37:15 PST 2024","Fri Dec 06 03:40:45 PST 2024","Fri Dec 06 04:40:45 PST 2024","Fri Dec 06 04:41:35 PST 2024","","","210","100% (21/21)","100% (21/21)","100% (21/21)","decoder","المُفكِك","وحدة فك الترميز","CamemBERT","كاميمبيرت","CamemBERT","AI","الذكاء الاصطناعي","AI","spans","الأقسام","امتدادات","CRF","نموذج الحقول العشوائية المشروطة","CRF","false","false","false","false","false","false","false","false","false","false","true","true","true","true","true","false","false","false","false","false"
"3R16PJFTTK5KXKQ4N6LNL1HVN31K4I","3MRHU5294N3O7KAE1TUQJOAS6HI2AD","Ranking the Quality of AI Terminology Translation from English to Arabic","In this task, you will compare the quality of translations for scientific terms generated by two different methods. The input will include an English term, a context paragraph where the term is used, and its translations in Arabic.","Translation, AI Terminology, Multilingual, Ranking","$0.01","Fri Dec 06 03:36:17 PST 2024","5","BatchId:5277380;OriginalHitTemplateId:928390912;","3600","3600","Fri Dec 13 03:36:17 PST 2024","","","3OCHAWUVG6YEH6C8YJST7WANW4BKXO","A2P8U65V6NL7B5","Approved","Fri Dec 06 03:37:20 PST 2024","Fri Dec 06 03:50:00 PST 2024","Fri Dec 06 04:50:00 PST 2024","Fri Dec 06 04:50:35 PST 2024","","","760","100% (49/49)","100% (49/49)","100% (49/49)","decoder","المُفكِك","وحدة فك الترميز","CamemBERT","كاميمبيرت","CamemBERT","AI","الذكاء الاصطناعي","AI","spans","الأقسام","امتدادات","CRF","نموذج الحقول العشوائية المشروطة","CRF","false","true","false","false","false","false","false","true","false","true","true","false","false","true","false","false","false","false","false","false"
"3R16PJFTTK5KXKQ4N6LNL1HVN31K4I","3MRHU5294N3O7KAE1TUQJOAS6HI2AD","Ranking the Quality of AI Terminology Translation from English to Arabic","In this task, you will compare the quality of translations for scientific terms generated by two different methods. The input will include an English term, a context paragraph where the term is used, and its translations in Arabic.","Translation, AI Terminology, Multilingual, Ranking","$0.01","Fri Dec 06 03:36:17 PST 2024","5","BatchId:5277380;OriginalHitTemplateId:928390912;","3600","3600","Fri Dec 13 03:36:17 PST 2024","","","3M1CVSFP6IJOWW2A0EKCJABYUQ1QAR","A2744LPDY86TJO","Approved","Fri Dec 06 04:38:37 PST 2024","Fri Dec 06 04:40:58 PST 2024","Fri Dec 06 05:40:58 PST 2024","Fri Dec 06 05:41:35 PST 2024","","","141","100% (5/5)","100% (5/5)","100% (5/5)","decoder","المُفكِك","وحدة فك الترميز","CamemBERT","كاميمبيرت","CamemBERT","AI","الذكاء الاصطناعي","AI","spans","الأقسام","امتدادات","CRF","نموذج الحقول العشوائية المشروطة","CRF","true","true","true","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false"
"3R16PJFTTK5KXKQ4N6LNL1HVN31K4I","3MRHU5294N3O7KAE1TUQJOAS6HI2AD","Ranking the Quality of AI Terminology Translation from English to Arabic","In this task, you will compare the quality of translations for scientific terms generated by two different methods. The input will include an English term, a context paragraph where the term is used, and its translations in Arabic.","Translation, AI Terminology, Multilingual, Ranking","$0.01","Fri Dec 06 03:36:17 PST 2024","5","BatchId:5277380;OriginalHitTemplateId:928390912;","3600","3600","Fri Dec 13 03:36:17 PST 2024","","","3PPTZCWAL8YPX4AIC60B03273A0QZI","A39PWDRYNY2WM0","Approved","Fri Dec 06 04:37:01 PST 2024","Fri Dec 06 05:03:11 PST 2024","Fri Dec 06 06:03:11 PST 2024","Fri Dec 06 06:03:35 PST 2024","","","1570","100% (55/55)","100% (55/55)","100% (55/55)","decoder","المُفكِك","وحدة فك الترميز","CamemBERT","كاميمبيرت","CamemBERT","AI","الذكاء الاصطناعي","AI","spans","الأقسام","امتدادات","CRF","نموذج الحقول العشوائية المشروطة","CRF","false","true","false","false","false","false","false","true","true","true","true","false","false","false","false","false","false","false","false","false"
"3R16PJFTTK5KXKQ4N6LNL1HVN31K4I","3MRHU5294N3O7KAE1TUQJOAS6HI2AD","Ranking the Quality of AI Terminology Translation from English to Arabic","In this task, you will compare the quality of translations for scientific terms generated by two different methods. The input will include an English term, a context paragraph where the term is used, and its translations in Arabic.","Translation, AI Terminology, Multilingual, Ranking","$0.01","Fri Dec 06 03:36:17 PST 2024","5","BatchId:5277380;OriginalHitTemplateId:928390912;","3600","3600","Fri Dec 13 03:36:17 PST 2024","","","3IOEN3P9SPXZSQ6QPMDL2414QUD169","A38SYZRVLTMOFG","Approved","Fri Dec 06 05:38:11 PST 2024","Fri Dec 06 06:01:00 PST 2024","Fri Dec 06 07:01:00 PST 2024","Fri Dec 06 07:01:35 PST 2024","","","1369","100% (49/49)","100% (49/49)","100% (49/49)","decoder","المُفكِك","وحدة فك الترميز","CamemBERT","كاميمبيرت","CamemBERT","AI","الذكاء الاصطناعي","AI","spans","الأقسام","امتدادات","CRF","نموذج الحقول العشوائية المشروطة","CRF","false","true","false","false","false","false","false","true","false","true","true","false","false","true","false","false","false","false","false","false"
"3WPCIUYH2RMW0ZZKAQ08PWYXJTLTDA","3MRHU5294N3O7KAE1TUQJOAS6HI2AD","Ranking the Quality of AI Terminology Translation from English to Arabic","In this task, you will compare the quality of translations for scientific terms generated by two different methods. The input will include an English term, a context paragraph where the term is used, and its translations in Arabic.","Translation, AI Terminology, Multilingual, Ranking","$0.01","Fri Dec 06 03:36:17 PST 2024","5","BatchId:5277380;OriginalHitTemplateId:928390912;","3600","3600","Fri Dec 13 03:36:17 PST 2024","","","3MRNMEIQWNKB36P9SJ3ISPKA5M4DLI","A11BQAB549UAEG","Approved","Fri Dec 06 03:37:11 PST 2024","Fri Dec 06 03:38:32 PST 2024","Fri Dec 06 04:38:32 PST 2024","Fri Dec 06 04:38:35 PST 2024","","","81","100% (14/14)","100% (14/14)","100% (14/14)","systems","الأنظمة","نظم","OOV","خارج المفردات","OOV","PaLM","بالم","PaLM","morphological","المورفولوجي","مورفولوجي","NLI","استنتاج اللغة الطبيعية","NLI","false","false","false","false","false","true","false","true","false","true","false","true","false","true","false","false","false","false","false","false"
"3WPCIUYH2RMW0ZZKAQ08PWYXJTLTDA","3MRHU5294N3O7KAE1TUQJOAS6HI2AD","Ranking the Quality of AI Terminology Translation from English to Arabic","In this task, you will compare the quality of translations for scientific terms generated by two different methods. The input will include an English term, a context paragraph where the term is used, and its translations in Arabic.","Translation, AI Terminology, Multilingual, Ranking","$0.01","Fri Dec 06 03:36:17 PST 2024","5","BatchId:5277380;OriginalHitTemplateId:928390912;","3600","3600","Fri Dec 13 03:36:17 PST 2024","","","3EFVCAY5LLNTRL5I8QGPQITHQ628J5","ASVJ75M0TNT6Z","Approved","Fri Dec 06 03:37:13 PST 2024","Fri Dec 06 03:38:47 PST 2024","Fri Dec 06 04:38:47 PST 2024","Fri Dec 06 04:39:35 PST 2024","","","94","100% (25/25)","100% (25/25)","100% (25/25)","systems","الأنظمة","نظم","OOV","خارج المفردات","OOV","PaLM","بالم","PaLM","morphological","المورفولوجي","مورفولوجي","NLI","استنتاج اللغة الطبيعية","NLI","false","false","false","true","false","false","true","false","false","false","true","false","false","false","false","false","false","false","false","true"
"3WPCIUYH2RMW0ZZKAQ08PWYXJTLTDA","3MRHU5294N3O7KAE1TUQJOAS6HI2AD","Ranking the Quality of AI Terminology Translation from English to Arabic","In this task, you will compare the quality of translations for scientific terms generated by two different methods. The input will include an English term, a context paragraph where the term is used, and its translations in Arabic.","Translation, AI Terminology, Multilingual, Ranking","$0.01","Fri Dec 06 03:36:17 PST 2024","5","BatchId:5277380;OriginalHitTemplateId:928390912;","3600","3600","Fri Dec 13 03:36:17 PST 2024","","","3LWJHTCVCU0JSNJIBU64XBMPR57FQK","A158IFJD0BERSB","Approved","Fri Dec 06 03:37:36 PST 2024","Fri Dec 06 03:39:30 PST 2024","Fri Dec 06 04:39:30 PST 2024","Fri Dec 06 04:39:35 PST 2024","","","114","100% (6/6)","100% (6/6)","100% (6/6)","systems","الأنظمة","نظم","OOV","خارج المفردات","OOV","PaLM","بالم","PaLM","morphological","المورفولوجي","مورفولوجي","NLI","استنتاج اللغة الطبيعية","NLI","false","false","false","false","false","true","false","true","false","false","false","true","false","false","true","false","false","false","true","false"
"3WPCIUYH2RMW0ZZKAQ08PWYXJTLTDA","3MRHU5294N3O7KAE1TUQJOAS6HI2AD","Ranking the Quality of AI Terminology Translation from English to Arabic","In this task, you will compare the quality of translations for scientific terms generated by two different methods. The input will include an English term, a context paragraph where the term is used, and its translations in Arabic.","Translation, AI Terminology, Multilingual, Ranking","$0.01","Fri Dec 06 03:36:17 PST 2024","5","BatchId:5277380;OriginalHitTemplateId:928390912;","3600","3600","Fri Dec 13 03:36:17 PST 2024","","","3TDXMTX3CT8ASW2OXTYRU3IQ7WO6I6","A21X87H2GCSME0","Approved","Fri Dec 06 03:38:01 PST 2024","Fri Dec 06 03:44:15 PST 2024","Fri Dec 06 04:44:15 PST 2024","Fri Dec 06 04:44:35 PST 2024","","","374","100% (9/9)","100% (9/9)","100% (9/9)","systems","الأنظمة","نظم","OOV","خارج المفردات","OOV","PaLM","بالم","PaLM","morphological","المورفولوجي","مورفولوجي","NLI","استنتاج اللغة الطبيعية","NLI","false","false","false","false","false","false","true","false","true","false","false","false","true","false","true","false","false","false","false","false"
"3WPCIUYH2RMW0ZZKAQ08PWYXJTLTDA","3MRHU5294N3O7KAE1TUQJOAS6HI2AD","Ranking the Quality of AI Terminology Translation from English to Arabic","In this task, you will compare the quality of translations for scientific terms generated by two different methods. The input will include an English term, a context paragraph where the term is used, and its translations in Arabic.","Translation, AI Terminology, Multilingual, Ranking","$0.01","Fri Dec 06 03:36:17 PST 2024","5","BatchId:5277380;OriginalHitTemplateId:928390912;","3600","3600","Fri Dec 13 03:36:17 PST 2024","","","3M0BCWMB8DAYZ33OI1JE6ADQ08VWBM","A251BWQW2F81FT","Approved","Fri Dec 06 04:06:26 PST 2024","Fri Dec 06 04:19:13 PST 2024","Fri Dec 06 05:19:13 PST 2024","Fri Dec 06 05:19:35 PST 2024","","","767","100% (31/31)","100% (31/31)","100% (31/31)","systems","الأنظمة","نظم","OOV","خارج المفردات","OOV","PaLM","بالم","PaLM","morphological","المورفولوجي","مورفولوجي","NLI","استنتاج اللغة الطبيعية","NLI","true","false","true","true","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false"
