,WorkerId,en_word,anno1_word,anno2_word,Answer.A,Answer.B,Answer.C,Answer.D,source
0,A2FXDEKCCUT9OJ,classifying,分類,分類し,True,False,False,False,6060
1,A2FXDEKCCUT9OJ,FeSTE,パーティー,FeSTE,False,False,True,False,6060
2,A2FXDEKCCUT9OJ,OOV,語彙外,OOV,True,False,False,False,6060
3,A2FXDEKCCUT9OJ,PaLM,パルム,PaLM,True,False,False,False,6060
4,A2FXDEKCCUT9OJ,morphological,形態論的,形態的,False,True,False,False,6060
5,A186ORPGIU3WNL,classifying,分類,分類し,False,True,False,False,6060
6,A186ORPGIU3WNL,FeSTE,パーティー,FeSTE,True,False,False,False,6060
7,A186ORPGIU3WNL,OOV,語彙外,OOV,False,True,False,False,6060
8,A186ORPGIU3WNL,PaLM,パルム,PaLM,False,True,False,False,6060
9,A186ORPGIU3WNL,morphological,形態論的,形態的,False,True,False,False,6060
10,A2P8U65V6NL7B5,classifying,分類,分類し,True,False,False,False,6060
11,A2P8U65V6NL7B5,FeSTE,パーティー,FeSTE,False,False,False,True,6060
12,A2P8U65V6NL7B5,OOV,語彙外,OOV,True,False,False,False,6060
13,A2P8U65V6NL7B5,PaLM,パルム,PaLM,True,False,False,False,6060
14,A2P8U65V6NL7B5,morphological,形態論的,形態的,False,True,False,False,6060
15,A13QHI6P2C910K,classifying,分類,分類し,False,True,False,False,6060
16,A13QHI6P2C910K,FeSTE,パーティー,FeSTE,False,False,True,False,6060
17,A13QHI6P2C910K,OOV,語彙外,OOV,False,True,False,False,6060
18,A13QHI6P2C910K,PaLM,パルム,PaLM,True,False,False,False,6060
19,A13QHI6P2C910K,morphological,形態論的,形態的,False,True,False,False,6060
20,A2O4PW85X1GQA1,classifying,分類,分類し,True,False,False,False,6060
21,A2O4PW85X1GQA1,FeSTE,パーティー,FeSTE,False,False,False,True,6060
22,A2O4PW85X1GQA1,OOV,語彙外,OOV,True,False,False,False,6060
23,A2O4PW85X1GQA1,PaLM,パルム,PaLM,True,False,False,False,6060
24,A2O4PW85X1GQA1,morphological,形態論的,形態的,True,False,False,False,6060
25,A3T0HNF8ITA98Y,GLUE,のり,GLUE,False,False,True,False,6060
26,A3T0HNF8ITA98Y,syntactic,構文的,構文,False,True,False,False,6060
27,A3T0HNF8ITA98Y,features,特徴,機能,False,False,False,True,6060
28,A3T0HNF8ITA98Y,KinyaBERT,キンヤバート,KinyaBERT,False,True,False,False,6060
29,A3T0HNF8ITA98Y,QED,は,QED,False,False,False,True,6060
30,A1KYZPQ0T7WECC,GLUE,のり,GLUE,False,False,True,False,6060
31,A1KYZPQ0T7WECC,syntactic,構文的,構文,False,True,False,False,6060
32,A1KYZPQ0T7WECC,features,特徴,機能,True,False,False,False,6060
33,A1KYZPQ0T7WECC,KinyaBERT,キンヤバート,KinyaBERT,True,False,False,False,6060
34,A1KYZPQ0T7WECC,QED,は,QED,False,False,True,False,6060
35,A3Q32FL0WWF4KZ,GLUE,のり,GLUE,False,True,False,False,6060
36,A3Q32FL0WWF4KZ,syntactic,構文的,構文,True,False,False,False,6060
