,WorkerId,en_word,anno1_word,anno2_word,Answer.A,Answer.B,Answer.C,Answer.D,source
0,A27705JMG5A29P,decoder,декодер,дешифратор,False,False,True,False,6060
1,A27705JMG5A29P,classifying,классификация,Классификации,False,True,False,False,6060
2,A27705JMG5A29P,AI,ИИ,AI,True,False,False,False,6060
3,A27705JMG5A29P,NLP,обработка естественного языка,NLP,False,True,False,False,6060
4,A27705JMG5A29P,spans,фрагменты,пяди,True,False,False,False,6060
5,A2D6SB3TU1NYQ7,decoder,декодер,дешифратор,True,False,False,False,6060
6,A2D6SB3TU1NYQ7,classifying,классификация,Классификации,False,False,False,True,6060
7,A2D6SB3TU1NYQ7,AI,ИИ,AI,False,True,False,False,6060
8,A2D6SB3TU1NYQ7,NLP,обработка естественного языка,NLP,False,True,False,False,6060
9,A2D6SB3TU1NYQ7,spans,фрагменты,пяди,False,False,False,True,6060
10,A1L8EGJ85A7DZR,decoder,декодер,дешифратор,True,False,False,False,6060
11,A1L8EGJ85A7DZR,classifying,классификация,Классификации,False,True,False,False,6060
12,A1L8EGJ85A7DZR,AI,ИИ,AI,True,False,False,False,6060
13,A1L8EGJ85A7DZR,NLP,обработка естественного языка,NLP,False,True,False,False,6060
14,A1L8EGJ85A7DZR,spans,фрагменты,пяди,False,True,False,False,6060
15,A186ORPGIU3WNL,decoder,декодер,дешифратор,True,False,False,False,6060
16,A186ORPGIU3WNL,classifying,классификация,Классификации,False,True,False,False,6060
17,A186ORPGIU3WNL,AI,ИИ,AI,True,False,False,False,6060
18,A186ORPGIU3WNL,NLP,обработка естественного языка,NLP,False,True,False,False,6060
19,A186ORPGIU3WNL,spans,фрагменты,пяди,True,False,False,False,6060
20,A1U6UPXOFCXR24,decoder,декодер,дешифратор,True,False,False,False,6060
21,A1U6UPXOFCXR24,classifying,классификация,Классификации,False,False,False,True,6060
22,A1U6UPXOFCXR24,AI,ИИ,AI,True,False,False,False,6060
23,A1U6UPXOFCXR24,NLP,обработка естественного языка,NLP,False,True,False,False,6060
24,A1U6UPXOFCXR24,spans,фрагменты,пяди,False,True,False,False,6060
25,A1KYZPQ0T7WECC,OOV,слово вне словаря,OOV,False,True,False,False,6060
26,A1KYZPQ0T7WECC,PaLM,ПаЛМ,PaLM,True,False,False,False,6060
27,A1KYZPQ0T7WECC,BERTs,BERT'ы,BERTs,True,False,False,False,6060
28,A1KYZPQ0T7WECC,newswire,новостная лента,новостная лента новостей,False,True,False,False,6060
29,A1KYZPQ0T7WECC,GLUE,КЛЕЙ,GLUE,False,True,False,False,6060
30,A3OAFR48DADAOM,OOV,слово вне словаря,OOV,False,True,False,False,6060
31,A3OAFR48DADAOM,PaLM,ПаЛМ,PaLM,True,False,False,False,6060
32,A3OAFR48DADAOM,BERTs,BERT'ы,BERTs,True,False,False,False,6060
33,A3OAFR48DADAOM,newswire,новостная лента,новостная лента новостей,False,True,False,False,6060
34,A3OAFR48DADAOM,GLUE,КЛЕЙ,GLUE,True,False,False,False,6060
35,A9M8N3BOH6013,OOV,слово вне словаря,OOV,False,True,False,False,6060
36,A9M8N3BOH6013,PaLM,ПаЛМ,PaLM,True,False,False,False,6060
37,A9M8N3BOH6013,BERTs,BERT'ы,BERTs,True,False,False,False,6060
38,A9M8N3BOH6013,newswire,новостная лента,новостная лента новостей,False,True,False,False,6060
39,A9M8N3BOH6013,GLUE,КЛЕЙ,GLUE,True,False,False,False,6060
40,A3HSZ9YLOBCCPR,OOV,слово вне словаря,OOV,False,True,False,False,6060
41,A3HSZ9YLOBCCPR,PaLM,ПаЛМ,PaLM,False,True,False,False,6060
42,A3HSZ9YLOBCCPR,BERTs,BERT'ы,BERTs,True,False,False,False,6060
43,A3HSZ9YLOBCCPR,newswire,новостная лента,новостная лента новостей,False,True,False,False,6060
44,A3HSZ9YLOBCCPR,GLUE,КЛЕЙ,GLUE,True,False,False,False,6060
45,A360EMC8G3DNEZ,OOV,слово вне словаря,OOV,False,True,False,False,6060
46,A360EMC8G3DNEZ,PaLM,ПаЛМ,PaLM,False,False,True,False,6060
47,A360EMC8G3DNEZ,BERTs,BERT'ы,BERTs,False,True,False,False,6060
48,A360EMC8G3DNEZ,newswire,новостная лента,новостная лента новостей,False,False,True,False,6060
49,A360EMC8G3DNEZ,GLUE,КЛЕЙ,GLUE,False,True,False,False,6060
50,A19I2ZK220NTAE,written,написанный,письменный,False,True,False,False,6060
51,A19I2ZK220NTAE,Furthermore,Более того,Кроме того,True,False,False,False,6060
52,A19I2ZK220NTAE,features,признаки,Функции,False,True,False,False,6060
53,A19I2ZK220NTAE,search,поиск,искать,True,False,False,False,6060
54,A19I2ZK220NTAE,entities,сущности,Объекты,True,False,False,False,6060
55,A1L8EGJ85A7DZR,written,написанный,письменный,False,True,False,False,6060
56,A1L8EGJ85A7DZR,Furthermore,Более того,Кроме того,True,False,False,False,6060
57,A1L8EGJ85A7DZR,features,признаки,Функции,False,True,False,False,6060
